ID,Price,Province,HouseType,ConstructionYear,LivingArea_m2,Garden,Balcony,Attic,StatusRank,StatusScore,Avg_property_value_m2,Avg_property_value_per_House
2687854,397981,Limburg,Detached,1947,133,1,0,0,2638,-0.52,1600,212800
2683452,442043,Groningen,Detached,1890,250,1,0,0,3534,-3.56,1290.106952,322526.738
2684335,213410,Noord Brabant,Semidetached,1968,130,1,1,0,2961,-0.95,1900,247000
2675970,504789,Utrecht,TownHouse,1964,123,1,0,0,198,1.55,2400,295200
2691309,410200,Noord Holland,NotSpecified,2001,135,0,0,0,286,1.38,2255.555556,304500
2677728,493145,Zuid Holland,TownHouse,1989,123,1,0,0,348,1.28,2300,282900
2685652,311975,Flevoland,Semidetached,2008,145,1,1,0,685,0.91,1658.829801,240530.3211
2685729,290392,Flevoland,Semidetached,2001,175,1,0,0,685,0.91,1658.829801,290295.2151
2691729,323358,Noord Brabant,Semidetached,1992,117,0,0,0,1537,0.32,2302.890933,269438.2392
2685207,396822,Zuid Holland,CornerHouse,1998,134,1,1,0,2197,-0.12,1850,247900
2690949,225452,Limburg,Semidetached,2008,136,1,0,0,3146,-1.31,1100,149600
2683342,503204,Noord Holland,TownHouse,2005,141,1,0,0,92,1.89,2100,296100
2683260,406597,Zuid Holland,CornerHouse,1978,106.3,1,0,0,1753,0.19,2300,244490
2679657,404780,Utrecht,TownHouse,1974,139,1,0,0,2163,-0.09,1850,257150
2686947,274708,Gelderland,Semidetached,1983,120,1,0,0,2162,-0.09,1800,216000
2686484,401902,Zuid Holland,CornerHouse,2007,133,1,0,0,197,1.55,1750,232750
2689499,297474,Flevoland,CornerHouse,1992,134,0,0,0,1161,0.55,1700,227800
2679310,390654,Noord Brabant,CornerHouse,1983,141,0,0,0,69,2,1900,267900
2691786,394628,Noord Holland,NotSpecified,1974,89,0,0,0,417,1.18,2600,231400
2685330,330841,Noord Holland,CornerHouse,2002,136,0,0,0,1712,0.21,2000,272000
2685957,423509,Noord Brabant,Detached,1960,130,1,0,0,1993,0.04,1900,247000
2685963,393116,Noord Brabant,Detached,1972,140,1,0,0,1993,0.04,1900,266000
2679718,386578,Zuid Holland,TownHouse,2016,135,1,0,0,3151,-1.32,2050,276750
2685662,289363,Flevoland,Semidetached,1998,145,1,1,0,685,0.91,1658.829801,240530.3211
2683334,464023,Noord Holland,Semidetached,1938,116,1,1,0,442,1.15,1950,226200
2692144,436909,Utrecht,TownHouse,2006,159,1,0,0,1171,0.54,2200,349800
2690915,274353,Noord Brabant,Semidetached,1995,112,1,0,0,2089,-0.03,1700,190400
2686962,338490,Noord Brabant,Semidetached,1990,120,1,0,0,2104,-0.04,2000,240000
2684333,190053,Noord Brabant,TownHouse,1960,205,1,0,0,2320,-0.22,1900,389500
2683433,342296,Overijssel,Detached,1927,122,1,0,0,3365,-2.05,1546.347403,188654.3831
2686906,376914,Noord Brabant,NotSpecified,2002,149,0,0,0,191,1.58,1800,268200
2685733,402572,Flevoland,Detached,2001,130,1,1,0,2681,-0.57,1750.46277,227560.1601
2687232,377773,Noord Brabant,Semidetached,2001,157,0,0,0,191,1.58,1777.416718,279054.4247
2674999,348659,Noord Brabant,CornerHouse,2000,167,1,0,0,191,1.58,1777.416718,296828.5919
2679676,384205,Noord Holland,NotSpecified,2004,153,0,0,0,286,1.38,2255.555556,345100
2683836,368301,Gelderland,Semidetached,1999,173,1,0,0,503,1.09,1950,337350
2684737,321321,Noord Brabant,CornerHouse,1999,125,1,0,0,631,0.96,2250,281250
2693753,323027,Noord Brabant,Semidetached,1969,117,1,0,0,631,0.96,2250,263250
2680375,358603,Utrecht,Semidetached,1950,94,1,0,0,1171,0.54,2100,197400
2684568,390584,Zuid Holland,CornerHouse,2012,151,1,0,0,1767,0.18,2200,332200
2685654,257772,Flevoland,Semidetached,1954,120,1,0,0,2614,-0.48,1658.829801,199059.5761
2681921,295777,Zeeland,Semidetached,2008,175,1,0,0,2653,-0.54,1698.226212,297189.5871
2683615,331930,Utrecht,Apartment,2006,102,1,1,0,1171,0.54,2200,224400
2690395,467357,Zuid Holland,TownHouse,2004,137,1,0,0,65,2.01,1485.680161,203538.182
2680521,300050,Noord Brabant,Semidetached,1966,140,1,0,0,1580,0.3,2000,280000
2689164,290492,Zuid Holland,Apartment,2000,108,0,1,0,1739,0.2,2000,216000
2683259,268033,Zuid Holland,TownHouse,2009,130,0,1,0,1753,0.19,2300,299000
2676932,387257,Noord Brabant,Semidetached,1975,208,1,0,0,2019,0.03,2000,416000
2682120,253968,Limburg,Semidetached,1880,160,1,0,0,2801,-0.71,1350,216000
2689789,299335,Groningen,Detached,2003,136,1,0,0,3534,-3.56,1290.106952,175454.5455
2685109,377778,Gelderland,Detached,1988,105,1,0,0,2286,-0.2,1750,183750
2676627,317950,Limburg,Detached,1975,185,1,0,0,3490,-2.93,1000,185000
2689801,346388,Noord Brabant,Semidetached,2004,184,1,0,0,70,2,2150,395600
2686257,397065,Zuid Holland,Semidetached,1992,119.4,1,0,0,299,1.36,1650,197010
2690428,393044,Overijssel,Detached,2008,153,1,0,0,3006,-1.02,1650,252450
2686912,352588,Gelderland,NotSpecified,1976,162,0,0,0,2029,0.02,1638.90223,265502.1612
2684321,420178,Drenthe,Detached,1979,210,1,0,0,3110,-1.23,1450,304500
2679393,400502,Noord Brabant,NotSpecified,2007,140,0,0,0,191,1.58,1800,252000
2677746,563383,Utrecht,TownHouse,1966,147,1,0,0,198,1.55,2400,352800
2684733,333132,Noord Brabant,Semidetached,1978,143,1,0,0,631,0.96,2250,321750
2689492,316184,Gelderland,Semidetached,1994,135,0,0,0,819,0.81,1854.926435,250415.0687
2679401,269965,Zuid Holland,NotSpecified,2009,130,0,0,0,1753,0.19,2300,299000
2689893,258591,Noord Brabant,Semidetached,1976,160,1,0,0,1990,0.04,1450,232000
2685666,384308,Flevoland,Detached,2006,172,1,0,0,2681,-0.57,1750.46277,301079.5964
2678248,462275,Noord Brabant,Detached,2001,163,0,0,0,191,1.58,1777.416718,289718.925
2687289,466138,Noord Holland,NotSpecified,2002,165,0,0,0,280,1.39,1600,264000
2675933,471240,Noord Holland,Semidetached,1936,95,1,0,0,435,1.16,2350,223250
2680142,350429,Flevoland,Semidetached,2005,180,0,0,0,219,1.5,1500,270000
2686274,481115,Zuid Holland,Semidetached,1990,153.9,1,0,0,299,1.36,1650,253935
2685675,432525,Flevoland,Detached,2008,130,0,1,0,685,0.91,1750.46277,227560.1601
2690460,313205,Gelderland,NotSpecified,1966,175,0,0,0,2229,-0.15,1638.90223,286807.8902
2676981,245834,Gelderland,NotSpecified,1937,100,0,0,0,2229,-0.15,1638.90223,163890.223
2684741,398972,Noord Brabant,Semidetached,1978,174,1,0,0,631,0.96,2250,391500
2674976,376254,Overijssel,CornerHouse,2003,189,1,0,0,446,1.14,1850,349650
2683347,685116,Noord Holland,Detached,2005,157,1,0,0,92,1.89,2000,314000
2683835,342093,Gelderland,Semidetached,2005,156,1,0,0,503,1.09,1950,304200
2689688,511646,Noord Brabant,Detached,1987,144,1,0,0,1194,0.52,1750,252000
2682196,335883,Zuid Holland,CornerHouse,2006,148,1,1,0,1753,0.19,2300,340400
2680512,536345,Noord Holland,TownHouse,1993,126,1,0,0,842,0.79,2450,308700
2676989,462796,Zuid Holland,TownHouse,2005,150,0,0,0,33,2.24,1783.874578,267581.1867
2684985,530500,Utrecht,Semidetached,1961,161.4,1,1,0,198,1.55,2400,387360
2675968,521799,Utrecht,CornerHouse,1973,121,1,0,0,198,1.55,2400,290400
2687237,391519,Noord Holland,Semidetached,2019,167,0,0,0,280,1.39,1600,267200
2685799,431845,Utrecht,Semidetached,1993,128,1,1,0,595,1,2150,275200
2683891,405081,Noord Brabant,Detached,1963,85.9,1,0,0,1622,0.27,1882.011834,161664.8166
2685955,401830,Noord Brabant,Detached,1935,130,1,0,0,1993,0.04,1900,247000
2679018,453037,Overijssel,Detached,1938,195,1,0,0,3365,-2.05,1546.347403,301537.7435
2689140,295763,Utrecht,NotSpecified,2002,125,0,0,0,296,1.37,2000,250000
2686476,425381,Zuid Holland,CornerHouse,2009,133,1,0,0,627,0.97,1900,252700
2690459,255405,Gelderland,NotSpecified,1938,102,0,0,0,2229,-0.15,1638.90223,167168.0274
2692271,384854,Noord Holland,NotSpecified,1939,133,0,0,0,761,0.85,2300,305900
2690651,359284,Zuid Holland,NotSpecified,2014,140,0,0,0,49,2.11,2800,392000
2686561,538393,Limburg,Detached,1995,250,1,0,0,2890,-0.83,1300,325000
2693593,437138,Limburg,Detached,2006,142,1,0,0,3060,-1.13,1250,177500
2681149,436567,Gelderland,Detached,1966,105,1,0,0,2140,-0.07,2500,262500
2688889,231644,Limburg,Apartment,1995,106,0,1,0,2933,-0.89,1700,180200
2682190,396437,Zuid Holland,Semidetached,1930,104,1,0,0,1753,0.19,2250,234000
2685474,385553,Noord Brabant,Detached,1964,94,1,0,0,2404,-0.29,1850,173900
2674853,474290,Noord Brabant,Detached,1920,169,1,0,0,1993,0.04,1900,321100
2686944,275496,Noord Brabant,TownHouse,1931,114,1,0,0,2019,0.03,2300,262200
2683429,399054,Overijssel,Detached,1880,210,1,1,0,3365,-2.05,1546.347403,324732.9545
2683436,403391,Overijssel,Detached,1904,250,1,0,0,3365,-2.05,1546.347403,386586.8506
2685775,425904,Zuid Holland,CornerHouse,2005,139,1,0,0,216,1.52,1850,257150
2678266,443957,Flevoland,Semidetached,2007,176,1,0,0,219,1.5,1500,264000
2678851,581370,Flevoland,Detached,2005,185,1,0,0,219,1.5,1550,286750
2684537,484507,Zuid Holland,Semidetached,1993,156,1,0,0,641,0.95,2050,319800
2678984,277108,Utrecht,Apartment,1993,105,0,0,0,669,0.92,2150,225750
2693455,583758,Noord Brabant,Detached,1991,150,1,0,0,944,0.7,1850,277500
2677281,300253,Noord Brabant,Semidetached,1989,158,0,0,0,1038,0.64,2302.890933,363856.7674
2685784,461965,Zuid Holland,Detached,1975,125,0,0,0,983,0.67,1700,212500
2692061,321663,Zuid Holland,Apartment,2008,150,1,1,0,1346,0.44,1950,292500
2692051,479083,Noord Holland,CornerHouse,2015,141.6,1,0,0,869,0.76,2000,283200
2686763,456293,Noord Holland,Semidetached,2000,146,1,0,0,1712,0.21,2000,292000
2692159,385450,Zuid Holland,TownHouse,2009,120,0,0,0,216,1.52,1850,222000
2692180,478113,Noord Holland,TownHouse,1986,155,1,0,0,869,0.76,1800,279000
2684563,536548,Zuid Holland,Detached,2004,124.1,1,0,0,1767,0.18,1850,229585
2680376,368803,Utrecht,Semidetached,1968,146,1,0,0,2163,-0.09,2000,292000
2685711,391604,Flevoland,Detached,2008,140,1,0,0,2614,-0.48,1750.46277,245064.7878
2681779,377930,Overijssel,Detached,2006,201,1,0,0,2952,-0.94,1250,251250
2685768,431271,Zuid Holland,Semidetached,1912,148,1,0,0,983,0.67,1750,259000
2684938,464288,Zuid Holland,Detached,1989,138,0,0,0,1301,0.47,1485.680161,205023.8622
2684926,381506,Zuid Holland,Detached,1966,116,0,0,0,1971,0.05,2078.767123,241136.9863
2691243,465740,Utrecht,Semidetached,1928,113,1,0,0,2230,-0.15,2500,282500
2676697,453190,Limburg,Detached,1988,163,1,0,0,3105,-1.22,1450,236350
2675775,344110,Utrecht,NotSpecified,2005,184,0,0,0,844,0.79,2000,368000
2678580,367495,Overijssel,NotSpecified,1998,200,0,0,0,2956,-0.94,1550,310000
2685772,435496,Zuid Holland,Apartment,2006,134,1,1,0,197,1.55,1950,261300
2681472,540660,Utrecht,Detached,1925,91,1,0,0,1823,0.14,2600,236600
2682454,491275,Noord Holland,Semidetached,1952,169,1,0,0,761,0.85,2300,388700
2683826,403185,Utrecht,Semidetached,1906,103,1,0,0,198,1.55,2400,247200
2678508,331558,Gelderland,Semidetached,2014,176,0,0,0,3115,-1.24,1854.926435,326467.0525
2685663,366723,Flevoland,Detached,2001,165,1,0,0,3429,-2.41,1750.46277,288826.357
2684752,474728,Noord Brabant,Detached,1997,137,1,0,0,1038,0.64,2302.890933,315496.0578
2686754,612177,Noord Holland,Detached,1933,205.2,1,0,0,1712,0.21,2000,410400
2685943,410814,Zuid Holland,Semidetached,2009,143,1,0,0,2040,0.01,2050,293150
2685256,462002,Limburg,Detached,2001,165,1,0,0,2533,-0.39,1600,264000
2677653,386033,Groningen,Detached,1997,235,1,0,0,3534,-3.56,1290.106952,303175.1337
2674281,672839,Utrecht,CornerHouse,1964,215,1,0,0,198,1.55,2400,516000
2685437,574486,Zuid Holland,Detached,1985,110,1,0,0,324,1.32,2350,258500
2682455,594566,Noord Holland,CornerHouse,1999,200,1,0,0,442,1.15,2200,440000
2684732,354146,Noord Brabant,Semidetached,2012,165,1,1,0,631,0.96,2250,371250
2683611,672967,Utrecht,Detached,1930,175,1,0,0,1171,0.54,2050,358750
2683938,354497,Noord Brabant,Semidetached,1987,233,1,0,0,1622,0.27,1850,431050
2677824,621509,Flevoland,Detached,2007,180,1,0,0,219,1.5,1550,279000
2684937,323117,Zuid Holland,Semidetached,1988,138,0,0,0,1301,0.47,1485.680161,205023.8622
2685586,577878,Zuid Holland,Detached,1962,142,1,0,0,1971,0.05,2078.767123,295184.9315
2677360,365712,Noord Holland,NotSpecified,1994,142,0,0,0,2500,-0.36,1950,276900
2674273,357788,Utrecht,NotSpecified,1974,163,0,0,0,669,0.92,2600,423800
2674629,381700,Utrecht,NotSpecified,1994,140,0,0,0,614,0.98,2050,287000
2682290,475182,Zeeland,Detached,2003,172,1,0,0,1199,0.52,1637.774116,281697.1479
2686231,638708,Utrecht,Detached,1983,132.1,1,0,0,313,1.34,2200,290620
2691257,573158,Noord Holland,Detached,2010,156,0,0,0,477,1.11,2750,429000
2682390,512231,Gelderland,Detached,1947,140,0,0,0,868,0.77,2050,287000
2685424,486739,Zuid Holland,CornerHouse,1956,142,1,1,0,324,1.32,2350,333700
2676829,478521,Utrecht,Semidetached,1989,157,1,0,0,2163,-0.09,2000,314000
2687287,411074,Zuid Holland,NotSpecified,2005,145,0,0,0,49,2.11,2800,406000
2678985,342587,Utrecht,NotSpecified,2003,195,0,0,0,1171,0.54,2200,429000
2675960,445432,Zuid Holland,CornerHouse,2004,168,0,0,0,65,2.01,1485.680161,249594.267
2686480,543814,Zuid Holland,NotSpecified,2008,170,1,0,0,216,1.52,2550,433500
2674947,487456,Noord Brabant,Detached,2005,179,0,0,0,1361,0.43,2100,375900
2676673,584190,Limburg,Detached,1932,272,1,0,0,3456,-2.57,1300,353600
2685433,524791,Zuid Holland,CornerHouse,1935,151,1,0,0,324,1.32,2400,362400
2690481,531899,Gelderland,Detached,1927,165,1,0,0,819,0.81,2048.134221,337942.1464
2687532,614242,Noord Brabant,Detached,1960,205,1,0,0,2183,-0.11,1800,369000
2685202,655553,Zuid Holland,Detached,1977,222,1,0,0,2197,-0.12,1850,410700
2685199,635277,Zuid Holland,Detached,1973,181,1,0,0,2197,-0.12,1850,334850
2685357,508529,Flevoland,Detached,2002,196,1,1,0,2681,-0.57,1750.46277,343090.7029
2690251,446199,Flevoland,NotSpecified,2008,203,0,0,0,219,1.5,1550,314650
2674260,319551,Noord Brabant,NotSpecified,1987,158,0,0,0,2404,-0.29,2150,339700
2679679,413326,Noord Brabant,NotSpecified,2000,166,0,0,0,70,2,2150,356900
2685158,552288,Groningen,Detached,1900,190,0,0,0,3227,-1.49,1150,218500
2685656,473928,Flevoland,Detached,2005,150,1,1,0,685,0.91,1750.46277,262569.4154
2685798,517023,Utrecht,Semidetached,1980,187,1,0,0,595,1,2150,402050
2682208,485666,Noord Brabant,Detached,2000,145,1,0,0,1194,0.52,1750,253750
2685331,748769,Noord Holland,Detached,1994,169,1,0,0,1712,0.21,2000,338000
2685467,481814,Noord Brabant,Detached,1977,215,1,0,0,1939,0.07,1700,365500
2682204,699058,Zuid Holland,Detached,2000,193,1,1,0,1753,0.19,2300,443900
2685181,720173,Zuid Holland,Detached,1929,254,1,0,0,3272,-1.63,1800,457200
2687290,424677,Utrecht,NotSpecified,1924,128,0,0,0,198,1.55,2400,307200
2691236,505479,Utrecht,Detached,1975,118,0,0,0,669,0.92,2350,277300
2685667,347181,Flevoland,Apartment,2007,248,0,1,0,685,0.91,1673.913043,415130.4348
2683609,719371,Utrecht,Detached,1997,236,1,1,0,2163,-0.09,2050,483800
2683241,376194,Zuid Holland,Apartment,2012,154,1,1,0,1672,0.24,1614.635681,248653.8949
2682202,736516,Zuid Holland,Detached,2004,211,1,0,0,1753,0.19,2300,485300
2681876,651483,Noord Holland,Detached,1997,230,1,0,0,3150,-1.32,1350,310500
2685650,462009,Flevoland,Detached,2002,235,1,1,0,2681,-0.57,1750.46277,411358.7509
2689131,539274,Gelderland,Detached,1930,164,0,0,0,2288,-0.2,2048.134221,335894.0122
2684742,611097,Noord Brabant,Detached,1967,170,1,0,0,631,0.96,2250,382500
2684739,550790,Noord Brabant,Detached,1964,139,1,0,0,631,0.96,2250,312750
2684734,550693,Noord Brabant,Detached,1993,205,1,0,0,1537,0.32,2302.890933,472092.6413
2682207,572977,Noord Brabant,Detached,1999,242,1,1,0,495,1.09,1850,447700
2685834,357627,Zuid Holland,Apartment,2004,122,1,1,0,2704,-0.59,2100,256200
2685090,626355,Flevoland,Detached,2001,234,1,0,0,2711,-0.6,1550,362700
2685025,671147,Utrecht,Detached,1923,165,1,0,0,296,1.37,2050,338250
2690846,547589,Noord Brabant,Detached,1992,270,1,0,0,1580,0.3,2000,540000
2674758,624226,Limburg,Detached,2008,253,1,0,0,3410,-2.31,1950,493350
2684969,493786,Limburg,Detached,1910,269.05,1,0,0,3456,-2.57,1300,349765
2691240,440964,Utrecht,Semidetached,1885,150,1,0,0,302,1.36,3750,562500
2675817,768981,Zuid Holland,Detached,2000,295,1,1,0,627,0.97,1900,560500
2684736,557091,Noord Brabant,Detached,1850,175,1,0,0,631,0.96,2250,393750
2693437,517430,Zuid Holland,Semidetached,2006,166,1,0,0,1971,0.05,2078.767123,345075.3425
2684527,805877,Zuid Holland,Detached,1971,315,1,1,0,1767,0.18,2000,630000
2682195,756941,Zuid Holland,Detached,1974,216,1,0,0,1753,0.19,2300,496800
2686295,714633,Zuid Holland,Detached,1993,212,1,0,0,627,0.97,2000,424000
2693463,767483,Zuid Holland,Detached,2002,220,1,1,0,1414,0.39,1750,385000
2688136,378673,Utrecht,Semidetached,1972,190,0,0,0,2163,-0.09,2000,380000
2686156,892832,Noord Holland,Detached,1997,203,1,0,0,255,1.43,2200,446600
2690448,432042,Noord Holland,NotSpecified,2016,165,0,0,0,761,0.85,2127.431694,351026.2295
2684942,482089,Zuid Holland,Detached,2010,196,0,0,0,1301,0.47,1485.680161,291193.3115
2682446,710137,Noord Holland,Detached,1975,150,1,0,0,1712,0.21,1784.395425,267659.3137
2683291,575320,Noord Brabant,Detached,1999,258,1,0,0,933,0.7,1800,464400
2693627,624972,Noord Brabant,Detached,1994,335,1,1,0,1361,0.43,1700,569500
2683917,543803,Noord Brabant,Detached,2002,193,1,0,0,191,1.58,1777.416718,343041.4265
2683893,526568,Noord Brabant,Detached,2005,235,1,0,0,1580,0.3,2000,470000
2686759,613366,Noord Holland,Detached,2003,208,0,0,0,1712,0.21,2000,416000
2683237,638247,Zuid Holland,Detached,1972,130,1,0,0,1753,0.19,2300,299000
2682498,390496,Limburg,Detached,2004,300,1,0,0,3410,-2.31,1950,585000
2689132,442823,Zuid Holland,NotSpecified,1976,285,0,0,0,675,0.92,1450,413250
2685795,705673,Utrecht,Detached,1994,175,1,0,0,595,1,2150,376250
2683952,634260,Noord Brabant,Detached,1997,272,0,0,0,115,1.82,1950,530400
2676985,522932,Utrecht,Detached,1997,166,0,0,0,669,0.92,2650,439900
2682457,854721,Noord Holland,Detached,1960,217,1,1,0,761,0.85,2300,499100
2683853,550478,Noord Brabant,Detached,2008,384.03,0,0,0,2588,-0.44,1673.220596,642566.9054
2683448,674241,Overijssel,Detached,1896,384.03,1,0,0,3365,-2.05,1546.347403,593843.793
2684723,788844,Noord Brabant,Detached,1953,332,1,0,0,631,0.96,2250,747000
2685190,745640,Zuid Holland,Detached,1864,269,1,0,0,2197,-0.12,2350,632150
2687602,525663,Overijssel,Detached,1999,367,1,0,0,3366,-2.05,1700,623900
2678974,364116,Zuid Holland,NotSpecified,1910,168,0,0,0,1672,0.24,1924.986979,323397.8124
2684731,607636,Noord Brabant,Detached,2003,238,1,0,0,631,0.96,2250,535500
2683937,698636,Noord Brabant,Detached,1977,346,1,0,0,1273,0.48,1700,588200
2682189,721281,Zuid Holland,Detached,1957,174,1,1,0,1753,0.19,2300,400200
2684496,755925,Zuid Holland,Detached,2001,234,1,0,0,360,1.27,1850,432900
2684336,598482,Noord Brabant,Detached,1979,315,1,0,0,2320,-0.22,1900,598500
2683872,841694,Noord Brabant,Detached,2001,189,1,0,0,70,2,2150,406350
2689151,1139532,Utrecht,Detached,1906,370,1,0,0,198,1.55,2400,888000
2684726,764634,Noord Brabant,Detached,1999,276,1,0,0,631,0.96,2250,621000
2685059,598626,Flevoland,Detached,1951,353,1,0,0,3194,-1.41,1400,494200
2683882,725221,Noord Brabant,Detached,2003,290,1,0,0,1637,0.26,1850,536500
2684338,569813,Noord Brabant,Detached,1987,173,1,0,0,2961,-0.95,1800,311400
2688140,1007713,Noord Holland,Detached,2001,246,1,0,0,255,1.43,2200,541200
2683242,861581,Zuid Holland,Detached,2015,196,1,0,0,1753,0.19,2400,470400
2684331,778685,Noord Brabant,Detached,1920,384.03,1,0,0,2961,-0.95,1800,691254
2683862,928786,Noord Brabant,Detached,1975,384.03,1,0,0,1372,0.42,1707.342657,655670.8007
2683328,1091947,Noord Holland,Detached,1922,266,1,0,0,442,1.15,1950,518700
2682245,990648,Zuid Holland,Detached,1975,190,1,0,0,97,1.86,1950,370500
2675764,108342,Limburg,NotSpecified,1918,137,1,0,1,3501,-3.07,1052.33205,144169.4908
2691208,145331,Zeeland,CornerHouse,1934,100,1,0,1,3256,-1.58,2750,275000
2675477,207823,Zeeland,TownHouse,1968,100,1,0,1,1901,0.1,1741.882826,174188.2826
2692391,214650,Zeeland,TownHouse,1972,110,1,0,1,2653,-0.54,1741.882826,191607.1109
2680286,240713,Zeeland,Semidetached,1938,95,1,0,1,2653,-0.54,1698.226212,161331.4901
2691188,115851,Limburg,Semidetached,1996,72,1,0,1,3501,-3.07,950,68400
2681069,201152,Noord Brabant,TownHouse,1916,95,1,0,1,2314,-0.22,1752.250265,166463.7752
2631640,435836,Limburg,Detached,1967,127,1,0,1,2575,-0.43,1050,133350
2689692,254796,Noord Brabant,Semidetached,1981,109,1,0,1,1361,0.43,1550,168950
2681262,266028,Gelderland,NotSpecified,1972,116,0,0,1,2975,-0.97,1781.25,206625
2689199,23807,Gelderland,NotSpecified,1975,113,0,0,1,3557,-6.13,1781.25,201281.25
2688100,261978,Noord Brabant,TownHouse,1978,115,1,0,1,1361,0.43,1450,166750
2687530,213317,Overijssel,TownHouse,1979,116,1,0,1,3006,-1.02,1500,174000
2687590,279235,Zeeland,Semidetached,1978,130,1,1,1,2706,-0.6,1450,188500
2689891,274325,Noord Brabant,TownHouse,1970,123,1,0,1,2217,-0.14,1752.250265,215526.7826
2676501,355461,Limburg,TownHouse,1979,130,1,0,1,1463,0.37,1750,227500
2687574,314538,Noord Brabant,CornerHouse,1924,102,1,0,1,1622,0.27,1850,188700
2693547,210279,Noord Brabant,TownHouse,1963,105,1,0,1,2404,-0.29,1850,194250
2680450,241672,Zuid Holland,NotSpecified,2011,103,0,0,1,2358,-0.25,1900,195700
2679516,321404,Zeeland,TownHouse,1992,142,1,0,1,2653,-0.54,1741.882826,247347.3613
2674079,253509,Noord Brabant,CornerHouse,2007,128,1,0,1,2217,-0.14,1796.450563,229945.672
2688885,257486,Noord Brabant,TownHouse,1999,135,1,0,1,886,0.74,1850,249750
2687528,235599,Overijssel,Semidetached,1994,144,1,0,1,3006,-1.02,1850,266400
2676955,349847,Zeeland,NotSpecified,2002,144,0,0,1,2885,-0.82,2100,302400
2680276,330337,Noord Brabant,Semidetached,2002,166,1,0,1,1990,0.04,1850,307100
2681109,541190,Noord Holland,CornerHouse,2004,190,1,0,1,280,1.39,1600,304000
2691032,617981,Noord Brabant,Detached,1991,288,1,0,1,2918,-0.87,1857.868335,535066.0806
2690833,556028,Limburg,Detached,1974,273,1,0,1,3410,-2.31,1850,505050
2676543,611131,Limburg,Detached,1975,184,1,0,1,727,0.88,1052.33205,193629.0971
2692963,254252,Noord Holland,Apartment,1970,200,0,0,0,909,0.73,2530.595483,506119.0965
2685981,19890,Limburg,Apartment,1965,80,0,0,0,3543,-4.29,950,76000
2685982,19890,Limburg,Apartment,1965,85,0,0,0,3543,-4.29,950,80750
2686588,192805,Limburg,Apartment,1967,70,1,0,0,2598,-0.46,950,66500
2681156,23600,Limburg,Apartment,1966,70,0,0,0,3543,-4.29,950,66500
2682939,32475,Limburg,TownHouse,1988,60,0,0,0,3467,-2.67,1200,72000
2682943,26171,Limburg,Apartment,1978,50,0,0,0,3481,-2.84,1000,50000
2675489,90863,Zeeland,Apartment,1959,60,0,1,0,3326,-1.86,2046.153846,122769.2308
2685995,80056,Limburg,Apartment,1972,95,1,0,0,3485,-2.86,850,80750
2683007,109811,Limburg,Apartment,1975,74,0,0,0,3485,-2.86,950,70300
2686554,201898,Limburg,TownHouse,1921,79,1,0,0,3113,-1.24,1000,79000
2689702,146815,Zeeland,Apartment,1975,60,0,1,0,2453,-0.32,2046.153846,122769.2308
2688414,130697,Zeeland,Apartment,1952,60,0,0,0,2917,-0.87,2046.153846,122769.2308
2688367,59637,Zeeland,Apartment,2006,40,0,0,0,3326,-1.86,2046.153846,81846.15385
2674929,192341,Zuid Holland,Apartment,1980,46,1,0,0,2154,-0.08,1614.635681,74273.24133
2681079,166056,Zeeland,Apartment,1976,48,0,1,0,2578,-0.43,2046.153846,98215.38462
2681521,76063,Frysl̢n,CornerHouse,1958,50,1,0,0,3432,-2.43,1500,75000
2689118,138359,Zuid Holland,TownHouse,1975,69,0,0,0,2735,-0.63,1600,110400
2633902,134416,Zeeland,Apartment,1956,65,1,0,0,2917,-0.87,2046.153846,133000
2684270,96290,Drenthe,Apartment,1965,70,1,0,0,3445,-2.5,1300,91000
2690957,74392,Drenthe,Apartment,1964,73,1,1,0,3445,-2.5,1300,94900
2686566,179442,Limburg,Apartment,1920,115,1,0,0,3485,-2.86,1100,126500
2683064,91919,Limburg,TownHouse,1986,85,0,0,0,3464,-2.65,800,68000
2675485,130274,Zeeland,Apartment,1956,91,0,1,0,3326,-1.86,2046.153846,186200
2682991,87845,Limburg,Apartment,1939,118,0,1,0,3481,-2.84,1000,118000
2681830,254297,Noord Holland,Apartment,1954,85,1,0,0,2624,-0.5,1350,114750
2685380,94179,Noord Brabant,Apartment,1984,40,1,0,0,3033,-1.08,1707.342657,68293.70629
2676077,137427,Drenthe,Apartment,1965,69,0,0,0,3409,-2.31,1200,82800
2689704,152466,Zeeland,Apartment,1956,64,0,1,0,2453,-0.32,2046.153846,130953.8462
2688988,6113,Limburg,CornerHouse,1960,88,1,1,0,3543,-4.29,1000,88000
2677629,253865,Zuid Holland,Apartment,1965,75,1,0,0,2370,-0.27,1700,127500
2679389,130126,Zuid Holland,Apartment,1956,65,0,0,0,2978,-0.97,1700,110500
2675873,128146,Zuid Holland,Apartment,1963,62,0,0,0,3020,-1.05,1485.680161,92112.16998
2690364,112284,Gelderland,TownHouse,1959,81,1,1,0,3386,-2.23,1500,121500
2690882,106156,Limburg,TownHouse,1952,72,1,0,0,3433,-2.43,1100,79200
2682940,87948,Limburg,Semidetached,1952,95,0,0,0,3481,-2.84,1050,99750
2686579,181827,Limburg,CornerHouse,1952,79,1,0,0,3481,-2.84,1050,82950
